trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
739,False,"{'a': 0.3, 'e': 0.001292728730155819}",30,18,23.401400520027828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.3, 'e': 0.0012811463703842126}",20,12,17.86934640270739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.3, 'e': 0.0012696677841690747}",20,10,20.829155574194786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.3, 'e': 0.0012582920417386473}",20,16,6.129019326534408,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.3, 'e': 0.0012470182216515748}",25,0,41.83294495256966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
744,False,"{'a': 0.3, 'e': 0.001235845410722264}",30,7,41.900484171299105,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.3, 'e': 0.0012247727039469232}",20,11,16.883717707425685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.3, 'e': 0.0012137992044302473}",30,18,23.82064900913708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.3, 'e': 0.0012029240233127766}",20,8,22.017223231653166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.3, 'e': 0.001192146279698896}",25,8,30.22843056700175,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.3, 'e': 0.0011814651005854775}",20,8,23.198302693611396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.3, 'e': 0.0011708796207911755}",20,10,20.682667594707706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.3, 'e': 0.0011603889828863366}",20,15,10.738789159582469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.3, 'e': 0.0011499923371235557}",35,20,23.565385031409555,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.3, 'e': 0.0011396888413688431}",20,16,6.552637673912319,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.3, 'e': 0.0011294776610334067}",20,6,22.840806417648768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.3, 'e': 0.0011193579690060578}",30,9,37.66799920172613,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.3, 'e': 0.0011093289455862097}",20,15,11.457579946114143,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.3, 'e': 0.0010993897784174807}",20,8,17.120603347046927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.3, 'e': 0.0010895396624218973}",20,8,24.448410457921025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.3, 'e': 0.0010797777997346766}",20,8,22.244249937179774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.3, 'e': 0.0010701033996396044}",20,13,14.642025395473011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.3, 'e': 0.0010605156785049846}",30,12,31.840425753468164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.3, 'e': 0.0010510138597201613}",20,13,14.632115705341405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.3, 'e': 0.0010415971736326196}",25,17,14.43492762669251,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.3, 'e': 0.001032264857485636}",30,13,29.44129417809537,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.3, 'e': 0.0010230161553565012}",20,0,32.66839205636788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.3, 'e': 0.0010138503180952866}",20,11,20.074189729756984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.3, 'e': 0.001004766603264161}",30,13,32.82401902886859,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.3, 'e': 0.0009957642750772586}",30,17,21.758651172500276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.3, 'e': 0.000986842604341072}",25,9,21.607380805658185,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.3, 'e': 0.0009780008683953946}",20,11,16.98425702767991,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.3, 'e': 0.0009692383510547815}",25,20,8.928612103499905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.3, 'e': 0.0009605543425505355}",30,8,43.554038072032164,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.3, 'e': 0.0009519481394732206}",20,12,12.160995630298821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.3, 'e': 0.000943419044715683}",20,11,17.166250323303814,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.3, 'e': 0.0009349663674165822}",25,11,25.893968607140444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.3, 'e': 0.0009265894229044372}",20,14,14.085895276653162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.3, 'e': 0.0009182875326421608}",25,11,26.383154212860696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.3, 'e': 0.0009100600241721035}",20,6,23.703220413406058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.3, 'e': 0.0009019062310615816}",30,20,18.989612932056257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.3, 'e': 0.0008938254928488935}",20,7,26.784082599449032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.3, 'e': 0.0008858171549898273}",30,19,24.383324306186108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.3, 'e': 0.0008778805688046364}",25,14,20.20032795460336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.3, 'e': 0.0008700150914255011}",25,11,25.465733053566613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.3, 'e': 0.0008622200857444541}",20,11,15.059383461747267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.3, 'e': 0.0008544949203617717}",20,13,14.322073553565486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.3, 'e': 0.000846838969534835}",20,10,16.077662307531075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.3, 'e': 0.0008392516131274418}",25,3,31.608031941610772,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.3, 'e': 0.0008317322365595733}",20,8,19.395740075542868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.3, 'e': 0.0008242802307576176}",25,11,27.0073499606844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.3, 'e': 0.0008168949921050291}",30,17,25.244718381367313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.3, 'e': 0.0008095759223934395}",20,16,8.338456361332998,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.3, 'e': 0.0008023224287742014}",25,17,16.3224029568345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.3, 'e': 0.0007951339237103642}",25,15,16.513593144684673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.3, 'e': 0.000788009824929089}",20,12,14.165779218207291,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.3, 'e': 0.0007809495553744778}",20,12,17.311369320824333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.3, 'e': 0.0007739525431608373}",30,20,19.197879077807332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.3, 'e': 0.0007670182215263533}",25,16,14.81848072834082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.3, 'e': 0.0007601460287871805}",20,11,15.51043959153309,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.3, 'e': 0.0007533354082919504}",20,13,13.071103938460565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.3, 'e': 0.0007465858083766799}",20,10,19.350761060076884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.3, 'e': 0.0007398966823200841}",20,16,7.746674346319605,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.3, 'e': 0.0007332674882992965}",30,7,40.09012792829726,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.3, 'e': 0.0007266976893459757}",35,27,19.470345906828907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.3, 'e': 0.0007201867533028148}",20,10,18.71858794279523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.3, 'e': 0.0007137341527804353}",30,17,25.3015987338031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.3, 'e': 0.0007073393651146656}",25,19,13.115904203680534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.3, 'e': 0.0007010018723242096}",20,10,17.869746823342382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.3, 'e': 0.0006947211610686851}",35,25,20.41739235553578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.3, 'e': 0.0006884967226070469}",25,8,28.951273547124966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.3, 'e': 0.0006823280527563772}",30,16,24.35482213149779,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.3, 'e': 0.000676214651851044}",20,15,7.017756289347425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.3, 'e': 0.000670156024702232}",25,10,24.709129596581125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.3, 'e': 0.0006641516805578304}",30,1,42.83069705733748,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.3, 'e': 0.0006582011330626792}",25,15,14.14623484194049,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.3, 'e': 0.0006523039002191792}",25,15,22.156499731583747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.3, 'e': 0.0006464595043482444}",35,22,26.454179267767884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.3, 'e': 0.0006406674720506146}",20,8,22.337693077306312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.3, 'e': 0.0006349273341685073}",20,7,26.03850303174929,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
